   8.5  3907.0   875.7   462.4  2591.8
   8.3  3952.5   882.2   472.8  2618.7
   7.7  4044.6   886.1   519.7  2674.2
   7.6  4072.2   876.8   540.5  2697.9
   7.7  4088.5   872.8   539.9  2724.4
   7.8  4126.4   871.5   549.6  2760.8
   7.5  4176.3   878.1   577.7  2794.3
   7.1  4260.1   887.6   622.7  2810.3
   6.9  4329.5   887.4   652.8  2836.9
   6.7  4328.3   885.8   635.3  2877.6
   6.3  4345.5   887.5   650.5  2893.1
   6.0  4510.7   910.9   691.0  2954.6
   6.0  4552.1   917.8   710.7  2968.2
   5.9  4603.7   925.9   721.4  2990.6
   5.9  4605.7   916.2   717.8  3008.1
   5.7  4615.6   924.8   722.9  3003.5
   5.9  4644.9   925.6   708.2  3028.7
   6.0  4656.2   932.9   690.1  3040.2
   6.3  4679.0   946.5   689.6  3037.2
   7.3  4566.6   948.3   614.5  2968.8
   7.7  4562.3   936.4   570.7  2998.5
   7.4  4651.9   934.4   638.3  3034.2
   7.4  4739.2   946.1   699.8  3045.6
   7.4  4696.8   947.7   662.4  3045.8
   7.4  4753.0   945.5   704.5  3058.8
   8.2  4693.8   951.6   677.1  3035.3
   8.8  4615.9   949.0   605.8  3054.0
   9.4  4634.9   954.7   601.6  3062.1
   9.9  4612.1   961.2   593.7  3080.1
  10.7  4618.3   975.5   547.6  3129.7
  10.4  4663.0   978.4   563.9  3156.4
  10.1  4763.6   985.0   617.7  3220.0
   9.4  4849.0  1001.8   661.4  3267.1
   8.5  4939.2   984.1   725.3  3318.6
   7.9  5053.6   994.1   812.2  3354.0
   7.4  5132.9  1016.6   835.6  3397.5
   7.4  5170.3  1022.5   850.8  3418.4
   7.3  5203.7  1040.4   834.9  3460.6
   7.2  5257.3  1053.2   816.6  3511.2
   7.3  5283.7  1072.8   821.1  3540.8
   7.2  5359.6  1095.7   816.0  3602.1
   7.0  5393.6  1098.9   841.8  3612.1
   7.0  5460.8  1108.3   855.3  3644.0
   7.2  5466.9  1129.6   824.0  3683.0
   7.0  5496.3  1154.5   781.3  3742.8
   6.8  5526.8  1147.7   786.7  3764.8
   6.6  5561.8  1153.4   808.6  3765.7
   6.3  5618.0  1162.8   807.1  3814.0
   6.0  5667.4  1165.9   806.3  3852.9
   5.8  5750.6  1181.5   864.0  3856.5
   5.7  5785.3  1172.5   817.8  3924.2
   5.5  5844.0  1177.0   823.2  3952.2
   5.5  5878.7  1176.1   830.0  3985.1
   5.3  5952.8  1198.1   841.7  4029.1
   5.2  6011.0  1193.5   870.5  4032.8
   5.2  6055.6  1211.1   873.1  4047.4
   5.2  6088.0  1222.6   864.0  4083.2
   5.4  6093.5  1228.4   846.3  4095.0
   5.3  6152.6  1246.5   842.6  4128.9
   5.3  6171.6  1248.2   853.4  4134.7
   5.7  6142.1  1246.8   817.9  4148.5
   6.1  6079.0  1259.9   746.1  4116.4
   6.6  6047.5  1262.6   725.1  4084.5
   6.8  6074.7  1263.8   718.5  4110.0
   6.9  6090.1  1255.1   745.8  4119.5
   7.1  6105.3  1250.7   763.2  4109.1
   7.4  6175.7  1258.5   758.2  4173.8
   7.6  6214.2  1257.5   792.8  4196.4
   7.6  6260.7  1266.5   798.5  4226.7
   7.4  6327.1  1272.5   812.2  4282.3
   7.1  6327.9  1250.1   845.5  4286.8
   7.1  6359.9  1253.1   846.1  4322.8
   6.8  6393.5  1250.5   858.6  4366.6
   6.6  6476.9  1254.7   904.0  4398.0
   6.6  6524.5  1241.9   939.9  4439.4
   6.2  6600.3  1243.3   987.8  4472.2
   6.0  6629.5  1268.1   972.2  4498.2
   5.6  6688.6  1255.8  1003.0  4534.1
   5.5  6717.5  1256.2  1013.5  4555.3
   5.6  6724.2  1259.9   982.0  4593.6
   5.7  6779.5  1257.6   983.4  4623.4
   5.6  6825.8  1244.5  1005.4  4650.0
   5.6  6882.0  1254.5  1029.3  4692.1
   5.4  6983.9  1276.2  1072.8  4746.6
   5.3  7020.0  1271.1  1118.1  4768.3
   5.3  7093.1  1271.2  1116.1  4802.6
   5.3  7166.7  1277.7  1156.6  4853.4
   4.9  7236.5  1284.4  1211.3  4872.7
   4.9  7311.2  1288.9  1215.8  4947.0
   4.7  7364.6  1289.2  1241.9  4981.0
   4.7  7464.7  1283.0  1321.8  5055.1
   4.4  7498.6  1294.8  1306.5  5130.2
